id	filename	md5	size	state
2608867f-1735-4d2f-960f-5c0d8f86c4a6	7fada3f6-78d6-4a5c-99a8-485ce7c70404.wxs.MuTect2.aliquot.maf.gz	c31cd6545ee9704f7affc9f119d7f92c	1581707	released
9cb73afb-99a3-4322-ae9b-2295a7d8f843	6fc9fab9-3d7e-45cc-bb8c-9c87a6b67c67.wxs.MuTect2.aliquot.maf.gz	24c758d3603c44783fe272a334d393f4	917874	released
72a6134c-ffc1-415a-ba17-67f35fe99899	0b994d79-7bd5-4cdb-a2ac-989e290752a1.wxs.MuTect2.aliquot.maf.gz	714d6c7a87a51b0088a9fc1cf70c0217	805034	released
2c1e5bfd-39a9-4cb5-82a1-42a276a70c80	b510a96a-8584-4cfb-8ecc-697c9294f095.wxs.MuTect2.aliquot.maf.gz	5049b309d3f7c7e912f8ff798554b667	2918716	released
be62cdae-acbf-485c-9898-56e8b99888b8	9df149f2-bec8-40f1-81c1-b1be48fa14d4.wxs.MuTect2.aliquot.maf.gz	a374bcd1f6e045b2981c48cc7a44c793	923092	released
1e0786e5-7fd9-44f7-adc3-5f3f8a269380	c0e9944c-d5f0-444c-a4fa-03739677dac6.wxs.MuTect2.aliquot.maf.gz	38292b747dccd2ea52f2324214d50e08	1039305	released
b1376e0d-0b2b-409c-aed9-0a9e0d3fce91	a9cfe766-cf8a-45ea-a1de-35ed287ae764.wxs.MuTect2.aliquot.maf.gz	a663dbb15b9b5cd1e08277a642aa891d	1109085	released
8c7523c2-fea3-464f-8cbd-eb4033b906c3	f3fb11be-8332-4829-ac2f-838ab4e09f19.wxs.MuTect2.aliquot.maf.gz	f3618fa6b8f6ee60d80781b067765375	2870170	released
71b96811-c4f1-4e6a-be3b-334cfd7a453c	0615593b-33e8-4ead-94e6-ed383f2c8e74.wxs.MuTect2.aliquot.maf.gz	eae2fcacfda08bec1dfebf90899d6e25	1769767	released
ff7fb924-d08f-49b5-8c63-9a1b5f3b70f7	02eacb96-9110-437e-ac23-540b0894a15f.wxs.MuTect2.aliquot.maf.gz	b95a6ec861f9c1665431fa915aa38760	5051365	released
8a03da47-14a3-46aa-adaa-2ceeca0df3e7	f0eb24e9-6827-4244-b7fd-c231e981329d.wxs.MuTect2.aliquot.maf.gz	71ec8303f98b40d3cf172e403cc8cfa5	1587605	released
5ec198b9-4598-401d-a592-e655a06b6a97	1b658c0d-4ddc-4baa-9dc6-8c0ce5938edd.wxs.MuTect2.aliquot.maf.gz	971ebd8170046626a2b4525b0ea4876f	1645008	released
5e502832-fe4a-4568-9545-607fe6218e94	5f357a08-38b9-4f33-b6b2-5abad775e6f1.wxs.MuTect2.aliquot.maf.gz	af30b8727e605c337702ebbe1c3ef281	3151812	released
16f2650e-d8c2-4776-8116-4e3f6e75a11b	ce365438-ea38-49a2-abce-7df8c4fac9d2.wxs.MuTect2.aliquot.maf.gz	a9588899ae5bce0eac1038000734cfd3	3294444	released
4d5a226a-40c6-440d-aef7-5b9c0257be3b	0b7985d6-7095-404a-8cef-6086d931cfa1.wxs.MuTect2.aliquot.maf.gz	7582e3508f88298daa18f8db08b045b5	4438774	released
4baa0617-43c2-4717-ad3e-a02bf090641e	b679daaa-993f-4612-a6d7-0eab4a2e0b46.wxs.MuTect2.aliquot.maf.gz	2aeae2842b01890c0b062f4a5fd65945	3451251	released
